﻿﻿title,song_name_fa,song_name_en,lyrics,post_name_url,post_type,category_fa,category_en,artist_name_fa,artist_name_en,link_mp3_128,link_mp3_320,thumbnail_photo,published_date
"کامران مولایی حواست کجاست : دانلود آهنگ جدید کامران مولایی به نام حواست کجاست","حواست کجاست","Havaset Kojast","بگو حواست کجاست دلتو جا گذاشتی کجا کی تو رو قدر من میخواست قدر من میخواست
غمتو کی بگو میخورد وقتی که پر بود چشات جز من بگو کی برات میمیرد بگو کی برات میمیرد
من هنوزم پیش تو گیره دلم من هنوزم واسه تو میره دلم سیرم از عالم و آدم وقتی نیستی میگیره دلم
من همونم که بهش بد کردی بری صد بار باز میخوام برگردی خوب نبود حالم همینجوریشم که تو بد تر کردی
♫♫♫
همه دنیا رو بگردی مثل من چند تا هست که برای داشتن تو بگذره حتی از
خودشو و دار و ندارش که بمونی واسش بدونه تلخه تهش بازم بمونه تا تهش
بابا دنیا رو بگردی مثل من چند تا هست که برای داشتن تو بگذره حتی از
خودشو و دار و ندارش که بمونی واسش بدونه تلخه تهش بازم بمونه تا تهش
من هنوزم پیش تو گیره دلم من هنوزم واسه تو میره دلم سیرم از عالم و آدم وقتی نیستی میگیره دلم
من همونم که بهش بد کردی بری صد بار باز میخوام برگردی خوب نبود حالم همینجوریشم که تو بد تر کردی","https://nicmusic.net/havaset-kojast-3/","New Music",,,"کامران مولایی","Kamran Molaei","http://dl.nicmusic.net/nicmusic/024/025/Kamran%20Molaei%20-%20Havaset%20Kojast%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/025/Kamran%20Molaei%20-%20Havaset%20Kojast.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Kamran-Molaei-Havaset-Kojast.jpg","20/5/1399"
"مرتضی پاشایی گله دارم : دانلود آهنگ جدید مرتضی پاشایی به نام گله دارم","گله دارم","Gele Daram","درد دلامو به تو گفتم که بدونی گله دارم گله دارم
اشکامو پاک نکردم امشب که بدونی گله دارم گله دارم
یه چیزایی یه عمره به دلم مونده نگفتم گله دارم گله دارم
دیگه بسه نمیخوام که به پای تو بیوفتم گله دارم گله دارم
♫♫♫
خسته شدم بس که تو گفتی نمیخوامت گله دارم گله دارم
رو دل من زخمی هنوز مونده به نامت گله دارم گله دارم
دیوونم میکنی باز به لبم اومده جونم گله دارم گله دارم
مگه هیچکی مثل من تو رو میخواد نمیدونم گله دارم گله دارم
♫♫♫
دیگه بسه نمیخوام که به پای تو بیوفتم گله دارم گله دارم","https://nicmusic.net/gele-daram/","New Music",,,"مرتضی پاشایی","Morteza Pashaei","http://dl.nicmusic.net/nicmusic/024/025/Morteza%20Pashaei%20-%20Gele%20Daram%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/025/Morteza%20Pashaei%20-%20Gele%20Daram.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Morteza-Pashaei-Gele-Daram.jpg","19/5/1399"
"دانلود آهنگ جدید سیروان خسروی به نام جزر (موزیک بی کلام) MP3","جزر (موزیک بی کلام) MP3","Jazr","","https://nicmusic.net/jazr/","New Music",,,"سیروان خسروی","Sirvan Khosravi","http://dl.nicmusic.net/nicmusic/024/025/Sirvan%20Khosravi%20-%20Jazr%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/025/Sirvan%20Khosravi%20-%20Jazr.mp3","https://nicmusic.net/wp-content/uploads/2020/08/sirvan-khosravi-98749645169.jpg","18/5/1399"
"سیروان خسروی مد : دانلود آهنگ جدید سیروان خسروی به نام مد","مد","Mad","","https://nicmusic.net/mad/","New Music",,,"سیروان خسروی","Sirvan Khosravi","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Mad%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Mad.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Sirvan-Khosravi-Mad-500x500.jpg","18/5/1399"
"سیروان خسروی غوطه ور : دانلود آهنگ جدید سیروان خسروی به نام غوطه ور","غوطه ور","Ghoote Var Float","","https://nicmusic.net/ghoote-var/","New Music",,,"سیروان خسروی","Sirvan Khosravi","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Ghoote%20Var%20%28Float%29%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Ghoote%20Var%20%28Float%29.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Sirvan-Khosravi-Mad-500x500.jpg","18/5/1399"
"سیروان خسروی بن بست : دانلود آهنگ جدید سیروان خسروی به نام بن بست","بن بست","Bonbast","لحظه هام تکرار سپر میشن همه ی رنگا خاکستر میشن
هر مشتی رو که میکنم پوچه تابلو بن بست سر هر کوچه
آیینه ها بگین که با کی طرفم حالم بده از اینکه بی هدفم
چیه ته این راه دور و دراز همه چیم مبهمه مثل یه راز
همیشه یا زوده یا دیره آرزوهام نرسیده میره
یه عمره خورشید و میبینم ولی از پشت ابرای تیره
همیشه یا زوده یا دیره آرزوم نرسیده میره
زندگی آسون نمیگیره نه همه میگن که زندگی دو سره
یکی میبازه و یکی میبره تا اینجا که رنگ برد و ندیدم
هیچ وقت نرسیده هر چی که دوییدم
آیینه ها بگین که با کی طرفم حالم بده از اینکه بی هدفم
خودم دیگه خودم رو نمیشناسم
دنیا بگو چه خوابی دیدی واسم
همیشه یا زوده یا دیره آرزوهام نرسیده میره
یه عمره خورشید و میبینم ولی از پشت ابرای تیره
همیشه یا زوده یا دیره آرزوم نرسیده میره
زندگی آسون نمیگیره نه نه
♫♫♫
همیشه یا زوده یا دیره آرزوهام نرسیده میره
یه عمره خورشید و میبینم ولی از پشت ابرای تیره
همیشه یا زوده یا دیره آرزوم نرسیده میره
زندگی آسون نمیگیره نه","https://nicmusic.net/bonbast-7/","New Music",,,"سیروان خسروی","Sirvan Khosravi","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Bonbast%20%28Deadend%29%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/024/Sirvan%20Khosravi%20-%20Bonbast%20%28Deadend%29.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Sirvan-Khosravi-Mad-500x500.jpg","18/5/1399"
"محمد سعیدی ابواسحاقی ای وطن : آهنگ جدید محمد سعیدی ابواسحاقی به نام ای وطن","ای وطن","Ey Vatan","چو ایران نباشد تن من مباد بدین بوم و بر زنده یک تن مباد
دریغ است ایران که بی نام شود ویران شود
کنام پلنگان و شیران شود
♫♫♫
ای سلامم ای سرودم ای نگهبان وجودم
ای غمم تو شادیم تو مایه ی آزادیم تو
ای وطن ای وطن ای وطن ای وطن ای وطن
ای وطن ای وطن ای وطن ای وطن ای وطن
ای دلیل زنده بودن بی سرودی صادقانه
ای دلیل زنده ماندن جان پناهی جان پناهی جاودانه
ای وطن ای وطن ای وطن ای وطن ای وطن
♫♫♫
همچو رویش در بهاران همچو جان در هر بدن
مثل بوی عطر گل ها مثل سبزی چمن
مثل راز شعر حافظ مثل آواز قناری
همچو یاد خوش ترین ها همچو باران بهاری
ای وطن ای وطن ای وطن ای وطن ای وطن
ای وطن ای وطن ای وطن ای وطن ای وطن
مثل غم در مرگ مادر مثل کوه غصه هایی
مثل سربازان عاشق قهرمان قصه هایی
قهرمان قصه هایی
همچو آواز بلندی از بلندی های پاک
همچو آواز بلندی از بلندی های پاک
با غروری با گذشتی با وفایی همچو خاک
با غروری با گذشتی با وفایی همچو خاک
ای وطن ای وطن ای وطن ای وطن ای وطن
ای وطن","https://nicmusic.net/ey-vatan/","New Music",,,"محمد سعیدی ابواسحاقی","Mohammad Saeedi Abou EShaghi","http://dl.nicmusic.net/nicmusic/024/022/Mohammad%20Saeedi%20Abou%20EShaghi%20-%20Ey%20Vatan.mp3","http://dl.nicmusic.net/nicmusic/024/022/Mohammad%20Saeedi%20Abou%20EShaghi%20-%20Ey%20Vatan%20320.mp3","https://nicmusic.net/wp-content/uploads/2020/08/photo_2020-08-07_21-47-10-500x500.jpg","17/5/1399"
"دانلود آهنگ علی زند وکیلی به نام فصل پریشانی (بی تو پر از داغ پریشانیم)","فصل پریشانی (بی تو پر از داغ پریشانیم)","Fasle Parishani","فصل پریشان شدنم را ببین بی سر و سامان شدنم را ببین
بی تو فرو ریخته ام در خودم لحظه ی ویران شدنم را ببین
کوچه پر از رد قدمهای توست پشت همین پنجره میخوانمت
پس تو کجایی که نمیبینمت پس تو کجایی که نمیدانمت
بی تو پر از داغ پریشانیم مهر جنون خورده به پیشانیم
پس تو کجایی که نمیبینیم پس تو کجایی که نمیدانیم
♫♫♫
این منم این ساکت بی هم صدا این منم این خسته ی بی هم سفر
حسرت افتاده ترین سایه ام غربت آواره ترین رهگذر
غربت آواره ترین رهگذر
بی تو پر از داغ پریشانیم مهر جنون خورده به پیشانیم
پس تو کجایی که نمیبینیم پس تو کجایی که نمیدانیم
فصل پریشان شدنم را ببین","https://nicmusic.net/fasle-parishani/","New Music",,,"علی زند وکیلی","Ali Zand Vakili","http://dl.nicmusic.net/nicmusic/024/024/Ali%20Zand%20Vakili%20-%20Fasle%20Parishani%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/024/Ali%20Zand%20Vakili%20-%20Fasle%20Parishani.mp3","https://nicmusic.net/wp-content/uploads/2020/08/ali-zand-vakili-21321654.jpg","17/5/1399"
"محسن چاوشی علی : دانلود آهنگ جدید محسن چاوشی به نام علی","علی","Ali","کشن کشان تو مرا کی بکشانی به نور
نشان بده تو مرا تا که نخفتم به گور
نگو روم نگو تا جان بنیوفتد شمار
بیا و تا که شوم از نفست چون بهار
امان بده که نفس تازه کنم جان جان
جوان بده که رود تیر ز جانم دوان
روح دمم که شوم از تن خاکم جدا
کوه شوم و به کشتی تو آیم الا
خزان خزان بشدم زرد ز شیطانیان
بمان بمان تو بمان در بر زندانیان
خبر خبر خبری شد خبری عاقبت
بیا بیا که مریض است این جان من
علی علی تو به والله تمام منی
دل ببری همه شب ماه تمام منی
قسم قسم برهت جان بدهم مرتضی
رسم رسم به دو چشمان سیاهت شها
♫♫♫
کمان کمان به شد است این کمرم توامان
فغان فغان ز رخ دور تو شاهن شهان
جهان جهان بنخواهم چو به من ننگری
هر دو جهان بنخواهم تو به من ننگری
دوان دوان به  تو آیم مگرت نامدی
مرد ترین مرد جهان اسد سرمدی
خبر خبر خبری شد خبری عاقبت
بیا بیا که مریض است این جان من
علی علی تو به والله تمام منی
دل ببری همه شب ماه تمام منی
قسم قسم برهت جان بدهم مرتضی
رسم رسم به دو چشمان سیاهت شها
♫♫♫
تکان تکان بدهم خاک مرا در کشید
جامه دران دیده نمناک مرا سر کشید
لحد لحد شده ام زنده به تاریک گور
مگر مگر به نجاتم تو بیایی به گور
ببین ببین کفتم سوخته از نور تو
خوش آمدی به شب عاشق محجور تو
خبر خبر خبری شد خبری عاقبت
بیا بیا که مریض است این جان من
علی علی تو به والله تمام منی
دل ببری همه شب ماه تمام منی
قسم قسم برهت جان بدهم مرتضی
رسم رسم به دو چشمان سیاهت شها
♫♫♫
دست کشان همچو یتیمان به سرم یا علی
غم برهان خود ز دو چشمان ترم یا علی
خشک دهان خون به گلویم برهد العتش
صبح بیا ز کرم تیغ به فرقم بکش
زهر به زهر شده ام شیر خدا یا علی
زهر چکان بنده به شمشیر خدا یا علی
کوی به کوی ز تو دنبال خدا یا علی
کفر شود هر که شود از تو جدا یا علی
علی علی تو به والله تمام منی
دل ببری همه شب ماه تمام منی
قسم قسم برهت جان بدهم مرتضی
رسم رسم به دو چشمان سیاهت شها
علی علی تو به والله تمام منی
دل ببری همه شب ماه تمام منی
قسم قسم برهت جان بدهم مرتضی
رسم رسم به دو چشمان سیاهت شها","https://nicmusic.net/ali-2/","New Music",,,"محسن چاوشی","Mohsen Chavoshi","http://dl.nicmusic.net/nicmusic/024/024/Mohsen%20Chavoshi%20-%20Ali%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/024/Mohsen%20Chavoshi%20-%20Ali.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Mohsen-Chavoshi-Ali.jpg","16/5/1399"
"علیرضا روزگار عشق حساس : دانلود آهنگ جدید علیرضا روزگار به نام عشق حساس","عشق حساس","Eshghe Hassas","من برات میمونمو میدونی عاشقت شدم من تو رو مثل خودم باید عاشقت کنم
وای دلم میره براش قفلم دیگه روی چشاش مست میشم توی هواشو اسمم قفله روی لباس
وای که این واسه منه عشق حساس منه از خدا میخوام بمونه یه وقت یجایی جا نزنه
وای دلم میره براش قفلم دیگه روی چشاش مست میشم توی هواشو اسمم قفله روی لباس
وای که این واسه منه عشق حساس منه از خدا میخوام بمونه یه وقت یجایی جا نزنه
♫♫♫
بارون میزنه که نم نم پیش تو آرومم کنه کسی نمیتونه مثل تو انقده مجنونم کنه
نمیدونی قلب یه عاشق داره در میره برات تو یه مروارید خاصی داری توی جفت چشات
وای دلم میره براش قفلم دیگه روی چشاش مست میشم توی هواشو اسمم قفله روی لباس
وای که این واسه منه عشق حساس منه از خدا میخوام بمونه یه وقت یجایی جا نزنه
وای دلم میره براش قفلم دیگه روی چشاش مست میشم توی هواشو اسمم قفله روی لباس
وای که این واسه منه عشق حساس منه از خدا میخوام بمونه یه وقت یجایی جا نزنه","https://nicmusic.net/eshghe-hassas/","New Music",,,"علیرضا روزگار","Alireza Roozegar","http://dl.nicmusic.net/nicmusic/024/023/Alireza%20Roozegar%20-%20Eshghe%20Hassas%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/023/Alireza%20Roozegar%20-%20Eshghe%20Hassas.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Alireza-Roozegar-Eshghe-Hassas.jpg","16/5/1399"
"رضا بهرام آدم سابق : دانلود آهنگ جدید رضا بهرام به نام آدم سابق","آدم سابق","Adame Sabegh","بی تو آدم سابق نشدم من دگر عاشق نشدم بردی هوای مرا
حیف که ماجرای هم نشدیم ما برای هم نشدیم بردی تو جان مرا
پر پر کردم گل باغ غرورم را تا در دستان تو باشد دل تنها
چنان کشتی دل غرق نگاهت شد که رفت از یاد من غم های این دنیا
پر پر کردم گل باغ غرورم را تا در دستان تو باشد دل تنها
چنان کشتی دل غرق نگاهت شد که رفت از یاد من غم های این دنیا
♫♫♫
به تقاص کدام کار من شده است غم تو یار من چه خزان بدی بهار من
نکند ببری از یادم چه کنم بدهی بر بادم دل تو نرسید به فریادم
پر پر کردم گل باغ غرورم را تا در دستان تو باشد دل تنها
چنان کشتی دل غرق نگاهت شد که رفت از یاد من غم های این دنیا
پر پر کردم گل باغ غرورم را تا در دستان تو باشد دل تنها
چنان کشتی دل غرق نگاهت شد که رفت از یاد من غم های این دنیا","https://nicmusic.net/adame-sabegh-2/","New Music",,,"رضا بهرام","Reza Bahram","http://dl.nicmusic.net/nicmusic/024/023/Reza%20Bahram%20-%20Adame%20Sabegh%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/023/Reza%20Bahram%20-%20Adame%20Sabegh.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Reza-Bahram-Adame-Sabegh-500x500.jpg","16/5/1399"
"معین زد پرسه : دانلود آهنگ جدید معین زد به نام پرسه","پرسه","Parse","من عاشقانه شاعرم به موی پر کلاغیت و پرسه میزنم تو را همیشه در حوالیت
همیشه میپرستمت که هر که جز تو پوچ بود زمزمه کن به گوش من که رفتنت دروغ بود
گذشت و من هنوز هم چگونه میشد بگو که دست و پا میزنم تو را که نه خودم چه شد
تمام شادابیم و پاکی درون من و خنده ای که توی آن تمام من هنوز بود
قدم زدم تو را شبانه تا به انتهای تو تمام آنچه دارمی یا مالک تمام تو
منم اگر چه رفتی و کنار هر که جز منی هنوز هم قشنگترین نگفته های گفتنی
قدم زدم تو را شبانه تا به انتهای تو تمام آنچه دارمی یا مالک تمام تو
منم اگر چه رفتی و کنار هر که جز منی هنوز هم قشنگترین نگفته های گفتنی
♫♫♫
اگر که سینه سوخته ز درد بس رسیده ام اگر ندیده اند همه و من زیاد دیده ام
اگر که انزوای من چر از حضور تو شده تو باعثی که پر شدم خبر نداریم خودت
گفت به سر نمیشود بی تو ولی دروغ بود رفت و خلاف گفته اش خیلی سرش شلوغ بود
و من چنان به خود گمم که جز تو فکر نمیکنم تو گم کرده خود چنان که دیگه فکر نمیکنم
قدم زدم تو را شبانه تا به انتهای تو تمام آنچه دارمی یا مالک تمام تو
منم اگر چه رفتی و کنار هر که جز منی هنوز هم قشنگترین نگفته های گفتنی
قدم زدم تو را شبانه تا به انتهای تو تمام آنچه دارمی یا مالک تمام تو
منم اگر چه رفتی و کنار هر که جز منی هنوز هم قشنگترین نگفته های گفتنی","https://nicmusic.net/parse-3/","New Music",,,"معین زد","Moein Z","http://dl.nicmusic.net/nicmusic/024/023/Moein%20Z%20-%20Parse%20-%20128.mp3","http://dl.nicmusic.net/nicmusic/024/023/Moein%20Z%20-%20Parse.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Moein-Z-Parse-500x500.jpg","16/5/1399"
"دانلود اجرای زنده آهنگ پازل بند به نام دمتم گرم","دمتم گرم","Dametam Garm Live Version","خوبه یه چیزی داری بهش نکیه کنی خوبه تو داری کم میاری خوب بلدی گریه کنی خوبه
دمتم گرم با بچه بازیات ساختی منو دمتم گرم همش پشت گوش انداختی منو مثل قبلا نیستی ته قلبم
تا همینجا اومدی
دیگه نه بوی عطر پیرهنت نه اون چشای روشنت نه حتی خط خنده هات حواسمو پرت نمیکنه
دیگه نه این طرز نگاهت نصف شب زنگ زدنات بچه گونه حرف زدنات چیزی رو عوض نمیکنه
دیگه نه بوی عطر پیرهنت نه اون چشای روشنت نه حتی خط خنده هات حواسمو پرت نمیکنه
دیگه نه این طرز نگاهت نصف شب زنگ زدنات بچه گونه حرف زدنات چیزی رو عوض نمیکنه
♫♫♫
نه نه چیزی رو عوض نمیکنه
کی شد یه دفعه باهام رو راست باشی سر این احساس جوری که دلم میخواست
یه موقعی فرق داشتی الان چی هیچ راهی نذاشتی اداعا کردی ولی دوستم نداشتی
دیگه نه بوی عطر پیرهنت نه اون چشای روشنت نه حتی خط خنده هات حواسمو پرت نمیکنه
دیگه نه این طرز نگاهت نصف شب زنگ زدنات بچه گونه حرف زدنات چیزی رو عوض نمیکنه
چیزی رو عوض نمیکنه
دیگه نه بوی عطر پیرهنت نه اون چشای روشنت نه حتی خط خنده هات حواسمو پرت نمیکنه
دیگه نه این طرز نگاهت نصف شب زنگ زدنات بچه گونه حرف زدنات چیزی رو عوض نمیکنه
نه نه چیزی رو عوض نمیکنه
نه نه چیزی رو عوض نمیکنه","https://nicmusic.net/dametam-garm-2/","New Music",,,"پازل بند","Puzzle Band","http://dl.nicmusic.net/nicmusic/024/023/Puzzle%20Band%20-%20Dametam%20Garm%20%28Live%20Version%29%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/023/Puzzle%20Band%20-%20Dametam%20Garm%20%28Live%20Version%29.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Puzzle-Band-Dametam-Garm-Live-Version-500x500.jpg","15/5/1399"
"دانلود آهنگ جدید مهدی مقدم و حسین امین به نام بهونه","بهونه","Bahooneh","نباشی میگیره دلم بهونه ی عاشقونه یه چیزایی بینمونه که اسیره قلبم
عشق تو آخرش میگیره جهانو واسم اونجوری که من میخواستم تو دل تو غرقم
با من باش هر چی که بخوایی با من بد جوری دوست دارم عاشقونه پاتم
با تو آرومم مثل خوبیه قلبم میکوبه برات میبینمت قفل چشاتم
تو اصلا جون بخواه هر چی که بخوایی با من بد جوری دوست دارم عاشقونه پاتم
با تو آرومم مثل خوبیه قلبم میکوبه برات میبینمت قفل چشاتم
♫♫♫
تو دل من به جز تو چیزی پیدا نمیشه عاشق بودمو هستم میمونم تا همیشه
یکی یکدونه ی قلبم خودتی تا آخرش خودتی تموم جونم
تو دل من به جز تو چیزی پیدا نمیشه عاشق بودمو هستم میمونم تا همیشه
یکی یکدونه ی قلبم خودتی تا آخرش تا ابد با تو میمونم
با من باش هر چی که بخوایی با من بد جوری دوست دارم عاشقونه پاتم
با تو آرومم مثل خوبیه قلبم میکوبه برات میبینمت قفل چشاتم
تو اصلا جون بخواه هر چی که بخوایی با من بد جوری دوست دارم عاشقونه پاتم
با تو آرومم مثل خوبیه قلبم میکوبه برات میبینمت قفل چشاتم","https://nicmusic.net/bahooneh-4/","New Music",,,"مهدی مقدم","Mehdi Moghaddam Ft Hossein Amin","http://dl.nicmusic.net/nicmusic/024/023/Mehdi%20Moghaddam%20-%20Bahooneh%20%28Ft%20Hossein%20Amin%29%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/023/Mehdi%20Moghaddam%20-%20Bahooneh%20%28Ft%20Hossein%20Amin%29.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Mehdi-Moghaddam-Bahooneh-Ft-Hossein-Amin.jpg","15/5/1399"
"علی اکبر قلیچ Live Like Ali : دانلود آهنگ جدید علی اکبر قلیچ به نام Live Like Ali","Live Like Ali","Live Like Ali        Live Like Ali","","https://nicmusic.net/live-like-ali/","New Music",,,"علی اکبر قلیچ","Ali Akbar Ghelich","http://dl.nicmusic.net/nicmusic/024/021/Ali%20Akbar%20Ghelich%20-%20Live%20Like%20Ali%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/021/Ali%20Akbar%20Ghelich%20-%20Live%20Like%20Ali.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Ali-Akbar-Ghelich-Live-Like-Ali-500x500.jpg","14/5/1399"
"میثاق راد من چی : دانلود آهنگ جدید میثاق راد به نام من چی","من چی","Man Chi","تو که رفتی همه چیم ریخت بهم داغون شد آسمون ابر زدو یه دفعه بارون شد
تو که رفتی دلم از همه دنیا دل کند هر چی دور و برش بود همه رو ول کرد
تو یکی داری بهش تکیه کنی من چی سر رو شونش بذاری گریه کنی من چی
تو یکی داری هواتو داره هر لحظه وقتی میخندی بهت بد بشه وابسته
تو یکی داری بهش تکیه کنی من چی سر رو شونش بذاری گریه کنی من چی
تو یکی داری هواتو داره هر لحظه وقتی میخندی بهت بد بشه وابسته
♫♫♫
کاش میشد مثل قدیما تو همون کوچه همون جا روی اون نیمکت چوبی بلرزیم توی سرما
بگیری دستمو باز نگاهم کنی با احساس تو که رفتی دیگه نیستی من دلم همونجاست
تو یکی داری بهش تکیه کنی من چی سر رو شونش بذاری گریه کنی من چی
تو یکی داری هواتو داره هر لحظه وقتی میخندی بهت بد بشه وابسته
تو یکی داری بهش تکیه کنی من چی سر رو شونش بذاری گریه کنی من چی
تو یکی داری هواتو داره هر لحظه وقتی میخندی بهت بد بشه وابسته","https://nicmusic.net/man-chi/","New Music",,,"میثاق راد","Misagh Raad","http://dl.nicmusic.net/nicmusic/024/021/Misagh%20Raad%20-%20Man%20Chi%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/021/Misagh%20Raad%20-%20Man%20Chi.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Misagh-Raad-Man-Chi-500x500.jpg","14/5/1399"
"مسیح فازت عجیبه : دانلود آهنگ جدید مسیح به نام فازت عجیبه","فازت عجیبه","Faazet Ajibe","نذار سر به سره دل در به دره از همه خسته تره هی
میکنی دست به سر هی منو بی تو بد میگذره نرو چیزی کم نذاشتم حیف
نه نه دست به سرم نکن خسته ترم از تو من نمیگذرم هی
به تو بی من خوش میگذره نمیرم از دور و برت اینجا جای منه هی
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
تو فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
♫♫♫
منو کشت این فاصله چجور کنم ثابت بهت بیخیال شو تو وا بده
بگو چی شده باعثش چرا سرد شد این رابطه جوابمو بده
نه نه تنها ترم نکن نمیگذرم از تو  من عاشق ترم هی
به تو بی من خوش میگذره نمیرم از دور و برت اینجا جای منه حیف
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
فازت عجیبه آدم غریبه دوست داشتم من ندادم فریبت
فازت عجیبه","https://nicmusic.net/faazet-ajibe/","New Music",,,"مسیح","Masih","http://dl.nicmusic.net/nicmusic/024/021/Masih%20-%20Faazet%20Ajibe%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/021/Masih%20-%20Faazet%20Ajibe.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Masih-Faazet-Ajibe.jpg","13/5/1399"
"کامران مولایی دم دمای صبح : دانلود آهنگ جدید کامران مولایی به نام دم دمای صبح","دم دمای صبح","Damdamaye Sobh","دم دمای صبح شده و از سر شب قفل شده چشام رو عکسات تو گوشی
تو خیلی بی نظیری چقدر بهت میاد لباس ساده میپوشی
چه حس نابیه اون عکسایی که توش ادای جفتمون با خندست
یدونه ای برام رفیق با مرام شبیه تو مگه اصلا هست
تو فوق العاده ای جذاب و ساده ای مگه داریم این همه زیبایی
تو از همه سری دلبری و محشری ته آرزوم تو این دنیایی
آره فوق العاده ای جذاب و ساده ای مگه داریم این همه زیبایی
تو از همه سری دلبری و محشری ته آرزوم تو این دنیایی
♫♫♫
تو صدای قلبمی تنها نقطه ضعفمی همه دیگه اینو میدونن
میگن دیوونه شد چه عیبی داره خب تموم عاشقا دیوونن
از ته دلت بخند زندگیمه خنده هات واسم با همه فرق داری
کمه هر چی بگم میره از دست دلم کافیه چشم ازم برداری
تو فوق العاده ای جذاب و ساده ای مگه داریم این همه زیبایی
تو از همه سری دلبری و محشری ته آرزوم تو این دنیایی
آره فوق العاده ای جذاب و ساده ای مگه داریم این همه زیبایی
تو از همه سری دلبری و محشری ته آرزوم تو این دنیایی","https://nicmusic.net/damdamaye-sobh/","New Music",,,"کامران مولایی","Kamran Molaei","http://dl.nicmusic.net/nicmusic/024/021/Kamran%20Molaei%20-%20Damdamaye%20Sobh%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/021/Kamran%20Molaei%20-%20Damdamaye%20Sobh.mp3","https://nicmusic.net/wp-content/uploads/2020/08/Kamran-Molaei-Damdamaye-Sobh.jpg","13/5/1399"
